ID (n.)	Ps	f.	IIIF-Link image	Transcription	IIIF-Link caption	Translation	DW Ref.	Source	Conservation	Ink	Hand	Type of caption (subcategory)	Psalm-ID	Remarks
198	121	389(c)v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0224_fa_0389v.%5B04.fn.0000%5D.jp2/pct:22.84148,50.21111,35.03883,24.0013/pct:100/0/default.jpg	ὁ Δαυὶδ καθήμενος ἐπὶ τῆς τραπέζας λέγει· ὅτι ἐν τῇ ἐκκλησίᾳ ἐκάθησαν οἱ ἀπόστολοι σὺν ἐπισκόποις καὶ πρεσβύτεροις.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0224_fa_0389v.%5B04.fn.0000%5D.jp2/pct:26.45043,52.64696,28.64322,6.17083/pct:100/0/default.jpg	David sitting at table says: In the church the apostles sat with bishops and presbyters.	p. 35, pl. XLVI	Hes. on v. 5 (PG27, 1224,9 at f. 389d verso).	Partly flaked	dark red 	G	Speaking caption (David)	121	After fol. 389, five folia are bound in which are numbered in the ms 385-389. Here they got the numbers 389a–e.
199	122	389(e)v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0227_fa_0389v.%5B06.fn.0000%5D.jp2/pct:22.70843,14.18394,41.40949,19.59197/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· πεπληρομένοι γὰρ ἐσμὲν πάσης ἀνομίας καὶ ἁμαρτίας.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0227_fa_0389v.%5B06.fn.0000%5D.jp2/pct:32.79595,17.84326,25.97881,5.95855/pct:100/0/default.jpg	David says: For we are full of every unlawfulness and sin.	p. 35, XLVI	Hes. v. 3 (PG27, 1228,8 at f. 390r).	Good	bright red 	G	Speaking caption (David)	122	After fol. 389, five folia are bound in which are numbered in the ms 385-389. Here they got the numbers 389a–e. 
200	123	390v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0229_fa_0390v.jp2/pct:23.59347,34.14234,32.89474,20.59692/pct:100/0/default.jpg	λέγοντες οἱ ὄχλοι πρὸς τὸν Χριστόν [DW κύριον]· εἰπάτω δὴ οἴκος ἰσραὴλ εἰ μὴ ὅτι κύριος ἦν ἐν ἡμῖν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0229_fa_0390v.jp2/pct:27.81307,36.79895,20.37205,4.46048/pct:100/0/default.jpg	The crowds are saying to the Christ: Let the house of Israel say, if the Lord was not with us.	p. 35, XLVI	JChrys on v. 1 below image (PG 55, 353).	Good	bright red 	G	Speaking caption (other speakers)	123	
201	124	392r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0232_fa_0392r.jp2/pct:41.49338,25.58369,33.55388,22.78856/pct:100/0/default.jpg	οἱ υἱοὶ τοῦ Κορὲ προσευχόμενοι.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0232_fa_0392r.jp2/pct:46.12476,27.91845,11.2949,6.7412/pct:100/0/default.jpg	The sons of Korah are praying.	p. 35, XLVI	Cf. v. 1: Sion.	Good	orange red 	G	Descriptive caption (liturgical)	124	
202	125	393v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0234_fa_0393v-394r.jp2/pct:13.91158,22.19474,16.17011,19.59815/pct:100/0/default.jpg	οἱ υἱοὶ τοῦ Κορὲ λέγοντες· ἡμεῖς δὲ καυχόμενοι ἐν τῷ κυρίῳ λέγομεν·	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0234_fa_0393v-394r.jp2/pct:16.31427,24.17311,11.94137,5.53323/pct:100/0/default.jpg	The sons of Korah are saying: We speak taking pride in the Lord.	p. 35, XLVI	Cf. Hes. on v. 3 (PG27, 1233,7 at f. 394r, abbr.).	Flaked	bright red 	G	Speaking caption (Sons of Korah)	125a	
203	125	393v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0234_fa_0393v-394r.jp2/pct:13.91158,22.19474,16.17011,19.59815/pct:100/0/default.jpg	Ἰησοῦς Χριστός·	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0234_fa_0393v-394r.jp2/pct:19.24556,26.70788,5.67035,5.53323/pct:100/0/default.jpg	Jesus Christ.	p. 35, XLVI		Flaked	/	(G)		125b	
204	126	395v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0236_fa_0395v-396r.jp2/pct:13.66715,15.75513,16.88437,20.13673/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· ἐὰν μὴ αὐτὸς ὁ κύριος τῇ ἑαυτοῦ παρουσίᾳ οἰκοδόμησε τὴν ἐκκλησίαν καθῶς εἴρεκεν τῷ Πέτρῳ σὺ εἶ Πέτρος.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0236_fa_0395v-396r.jp2/pct:18.40832,17.18459,9.48234,15.38222/pct:100/0/default.jpg	David says: If the Lord does not build the church at his second coming, according to what he said to Peter: You are Peter.	p. 36, XLVI	Cf. Hes. on v. 1 (PG27, 1236,1-2, abbr., below image).  Cf. Mt 16:18.	Partly flaked 	dark red 	L	Speaking caption (David)	126	
205	127	396v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0237_fa_0396v-397r.jp2/pct:13.80561,37.14198,16.07834,21.25038/pct:100/0/default.jpg	ὁ ἅγιος Ἀνδρέας· ἡ ψυχή μου ὡς ἄμπελος γέμουσα πάσης εὐφροσύνης οὕτως ἐστὶν ἐν τοῖς μέλεσι τοῦ σώματός σου.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0237_fa_0396v-397r.jp2/pct:17.72244,39.32861,7.64023,7.29905/pct:100/0/default.jpg	The holy Andrew: My soul like a vine filled with all gladness, so it is in the members of your body.	p. 36, pl. XLVII	Cf. Hes. on v. 3 (PG27, 1240,5-6, abbr. at f. 397r).	Good	bright red 	G	Speaking caption (other speakers)	127	
206	128	398r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0238_fa_0397v-398r.jp2/pct:68.79845,26.51351,17.70833,24.34027/pct:100/0/default.jpg	ὁ ἅγιος Συμεῶν ἐν τῷ στύλῳ λέγει πρὸς τὸν μοναχόν· ἐν ὅλῃ τῇ καρδίᾳ αὐτῶν διηγησάσθωσαν οἱ φωτισθέντες τὴν διάνοιαν ἐπιγνῶναι τὸν θεὸν τὸ πῶς ἐπολεμοῦντο ὑπὸ τῶν ἐναντίων δυνάμεων.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0238_fa_0397v-398r.jp2/pct:75.1938,29.58708,9.32655,13.59826/pct:100/0/default.jpg	The holy Simeon on his column says to the monk: In their whole heart those who have been enlightened in their mind to know God have narrated this: how they were waged war against by the adverse powers.	p. 36, pl. XLVII	Hes. on v. 1 (DW) (PG27, 1241, 2-3, at f. 398v to v. 2b).	Partly flaked	bright red 	L	Speaking caption (other speakers)	128	
207	129	399v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0240_fa_0399v.jp2/pct:26.3908,30.70147,31.67816,23.13214/pct:100/0/default.jpg	οἱ ἱερεῖς λέγοντες· οὐχ ἁπλῶς φησὶν ἀπὸ στόματος οὐδὲ ἀπὸ γλώττης διανοίας πλανώμενα [DW: πλανώμεν]	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0240_fa_0399v.jp2/pct:29.70115,33.14845,16.96552,8.61338/pct:100/0/default.jpg	The priests speaking: Not simply from the mouth, he says, or from the tongue as something arbitrary in his mind.	p. 36, pl. XLVII	JChrys on v. 1 (PG 55, 373, abbr. at f. 400r).	Good	bright red 	G	Speaking caption (other speakers)	129	"Cf. the commentary fragment from Chrysostom on f. 400r: Τί ἐστιν ἐκ βαθέων (Ps 129:1); οὐχ ἁπλῶς, φησίν, ἀπὸ στόματος οὐδὲ ἀπὸ γλώττης διανοίας πλανώμενα ἐκχεῖται τὰ ῥήματα, ἀλλ᾽ ἀπὸ καρδίας βαθυτάτης.  (What does ""from the depths"" mean?  Not simply from the mouth, he says, or from the tongue as something arbitrary in his mind, the words are poured out, but from the depths of the heart.)"
208	130	401r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0242_fa_0400v-401r.jp2/pct:68.53397,30.37975,18.37902,22.78481/pct:100/0/default.jpg	λέγων ὁ Δαυίδ· γένοιτο ἀνταπόδωσις τῇ ψυχῇ μου ἐν τοῖς ὑπερηφάνοις.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0242_fa_0400v-401r.jp2/pct:71.34684,33.251,12.99166,7.07008/pct:100/0/default.jpg	David is saying: May there be a reprisal for my soul among the proud.	p. 36, pl. XLVII	Hes. on v. 2 (PG27, 1248,7, paraphrased at f. 410v).	Flaked	dark red 	L	Speaking caption (David)	130	
209	131	402v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0244_fa_0402v.jp2/pct:22.33055,33.12582,36.67595,28.53866/pct:100/0/default.jpg	λέγει ὁ Δαυὶδ πρὸς τὸν Χριστόν· οὐ παύσωμαι ἀγρυπνῶν καὶ προσευχόμενος καὶ μελετῶν νυκτὸς καὶ ἡμέρας ἐν τῷ νόμῳ σου καὶ εἰ δώσω ἄνεσιν τῇ διανοίᾳ τῆς καρδίας μου περὶ τὰ νοήματα τῶν γραφῶν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0244_fa_0402v.jp2/pct:27.34448,36.23853,26.04457,9.96068/pct:100/0/default.jpg	David says to the Christ: I will not cease to keep vigil and to pray and guard day and night your law and if I should give rest to the understanding of my heart concerning the thoughts about Scriptures.	p. 36, pl. XLVII	Hes. on v. 5 (PG27, 1249,5-7, at f. 403r).	Good	bright red 	G	Speaking caption (David)	131	
210	132	405v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0248_fa_0405v.jp2/pct:17.64979,26.18348,39.06177,18.93568/pct:100/0/default.jpg	ὁ Δαυὶδ	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0248_fa_0405v.jp2/pct:26.42824,28.43617,5.80585,1.53444/pct:100/0/default.jpg	David	p. 37, pl. XLVII	Hes. on Ps 133 title (PG27, 1260 at f. 406r).	Flaked	dark red 	(G)	Label or short identifying caption	132a	
211	132	405v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0248_fa_0405v.jp2/pct:17.64979,26.18348,39.06177,18.93568/pct:100/0/default.jpg	εἰς τὸ μνήσθητι κύριε· ἵνα σημαίνη ὅτιπερ πλείονος φωτὸς ἠξιώθη.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0248_fa_0405v.jp2/pct:26.56758,28.50147,26.2889,4.17891/pct:100/0/default.jpg	On the verse “Remember, Lord”(Ps 131:1): that it signifies that he was considered worthy of a greater light.	p. 37, pl. XLVII	Hes. on Ps 133:1 (PG27, 1260 at f. 406r).	Flaked	dark red 	G	Speaking caption (David)	132b	
212	133	407r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0251_fa_0407r.jp2/pct:41.43519,22.73171,32.77778,24.55285/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· διὰ τὶ φησὶν ἐν νυκτὶ παιδεύων ἡμᾶς μὴ τὴν πᾶσαν νυκτὰ εἰς ὕπνον δαπανᾶν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0251_fa_0407r.jp2/pct:45.50926,25.26829,20.64815,8.52033/pct:100/0/default.jpg	David says: For what reason – it says – he is teaching us in the night lest we give over the whole night to sleep.	p. 37, pl. XLVIII	JChrys on v. 2 (PG55, 386, abbr. at f. 407v).	Flaked	bright red 	L	Speaking caption (David)	133	
213	134	408r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0253_fa_0408r.jp2/pct:43.84651,14.8662,30.88442,18.03766/pct:100/0/default.jpg	λέγοντες αἱ προφήται· τὴν φιλανθρωπίαν τὸν ἔλεον τὴν χρηστότητα.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0253_fa_0408r.jp2/pct:48.85353,18.0707,15.20824,7.86257/pct:100/0/default.jpg	The prophets tell the love of mankind, the mercy, the goodness.	p. 37, pl. XLVIII	JChrys on v. 3 (PG 55, 388 abbr., below the image). 	Flaked	bright red 	L	Speaking caption (other speakers)	134	
214	135	411r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0257_fa_0411r.jp2/pct:40.20619,16.63915,34.72352,28.65632/pct:100/0/default.jpg	λέγει ὁ Δαυὶδ πρὸς τοὺς δούλους αὐτοῦ· καὶ ἐπὶ τῶν υἱῶν Ἰσραὴλ καὶ τῆ ἐνδόξω αὐτοῦ παρουσία.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0257_fa_0411r.jp2/pct:45.68885,20.86497,25.11715,6.17365/pct:100/0/default.jpg	David says to his servants: And to the sons of Israel and for His glorious Parousia.	p. 37, pl. XLVIII	Hes. on v. 4 (PG27, 1268,7 at f. 411v).	Partly flaked	bright red 	G	Speaking caption (David)	135	
215	136	414v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0261_fa_0414v-415r.jp2/pct:10.10029,29.49395,19.57975,23.47097/pct:100/0/default.jpg	ἐπὶ ταῖς ἱτέαις ἐν μέσῳ αὐτοῖς ἐκρεμάσαμεν τὰ ὄργανα.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0261_fa_0414v-415r.jp2/pct:11.38968,31.35672,9.69436,5.52623/pct:100/0/default.jpg	On the willows in the midst of them we hang the musical instruments.	p. 37, pl. XLVIII	Cf. v. 2 [αὐτοῖς for αὐτῆς; om. ἡμῶν], at f. 415r, with comm. by Aquila: ‘the symbols of their religion (threskeia)”.	Partly flaked	dark red 	L	Descriptive caption (liturgical)	136a	
216	136	414v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0261_fa_0414v-415r.jp2/pct:10.10029,29.49395,19.57975,23.47097/pct:100/0/default.jpg	ποταμὸς Βαβυλώνος.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0261_fa_0414v-415r.jp2/pct:22.54059,31.04626,5.10984,5.52623/pct:100/0/default.jpg	The river of Babylon.	p. 37, pl. XLVIII		Partly flaked 	bright red 	L	Descriptive caption (Jewish persons and references)	136b	
217	138	417r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0264_fa_0417r.jp2/pct:44.00185,19.28618,30.84761,20.69417/pct:100/0/default.jpg	ποῦ γὰρ δύναμαι κρυβῆναι τὸ πνεῦμα τὸ ἅγιον σου τὸ πάντα γινώσκοντα.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0264_fa_0417r.jp2/pct:47.61464,22.39686,14.08059,6.09037/pct:100/0/default.jpg	For how can I hide from your Holy Spirit that knows everything.	p. 37, pl. XLVIII	Hes. on v. 7 (PG27, 1281,11 at f. 418r). (γινώσκοντι for γινώσκοντα)	Good	bright red 	G	Speaking caption (David)	138	
218	139	421r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0269_fa_0421r.jp2/pct:38.70379,16.75815,36.2848,20.2454/pct:100/0/default.jpg	ὁ Ἀβεσσαλὼμ καταδιώκων τὸν Δαυὶδ  λέγει ὁ Δαυὶδ φευγόμενος· κατὰ διάνοιαν πορεύοντες κακὰ ἐλογίσαντο γάρ [φησιν] ἐν τῆ καρδία.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0269_fa_0421r.jp2/pct:42.44637,19.30901,28.29758,6.52244/pct:100/0/default.jpg	Absalom is pursuing David. David says as he is fleeing: Those who walk against understanding carried evil things in their heart (it says).	p. 37, pl. XLVIII	JChrys on v. 3 (PG55, 421, written below abbr.).  	Partly flaked	bright red 	G	Speaking caption (David)	139	Absalom is depicted as the pursuer of David instead of Saul (as mentioned by Theodoret).
219	140	423v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0272_fa_0423v.jp2/pct:26.60885,15.97921,31.26426,18.70737/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· διωκόμενος γὰρ ὑπὸ τοῦ Σαοὺλ ἀντιβολεῖ τὸν θεόν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0272_fa_0423v.jp2/pct:30.80785,17.76551,16.47649,5.52127/pct:100/0/default.jpg	David says: He who is pursued by Saul entreats God.	p. 38, pl. XLIX	Theodoret on title (PG80, 1948 at f. 423r).	Good	bright red/overwritten 	G or L?	Speaking caption (David)	140a	
220	140	423v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0272_fa_0423v.jp2/pct:26.60885,15.97921,31.26426,18.70737/pct:100/0/default.jpg	Ἰησοῦς Χριστός	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0272_fa_0423v.jp2/pct:38.15609,20.94836,9.17389,5.52127/pct:100/0/default.jpg	Jesus Christ.	p. 38, pl. XLIX		Partly flaked	bright red 	G or L?	Label or short identifying caption	140b	
221	141	425v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0275_fa_0425v.jp2/pct:24.47296,30.24992,32.81393,24.47257/pct:100/0/default.jpg	προσευχόμενος ὁ Δαυὶδ εἰς τὸ σπήλαιον· λέγων· φωνῆ μου πρὸς κύριον ἐκέκραξα.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0275_fa_0425v.jp2/pct:30.38497,34.46933,21.40238,6.29666/pct:100/0/default.jpg	David is praying in a cave saying: with my voice I have cried to you Lord.	p. 38, pl. XLIX	Title + v. 2.	Very good	bright red 	G 	Speaking caption (David)	141a	
222	141	426r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0276_fa_0426r.jp2/pct:36.30869,15.41995,46.72245,22.90026/pct:100/0/default.jpg	προσφεύγων ὁ Δαυὶδ τὴν τοῦ Σαοὺλ ἀπειλήν. 	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0276_fa_0426r.jp2/pct:43.51464,19.1601,34.82101,5.51181/pct:100/0/default.jpg	David is fleeing from the snare of Saul.	p. 38, pl. XLIX	Cf. Theodoret (PG80, 1952) and Hes. (PG27, 1295-6).	Very good	bright red 	G	Descriptive caption (David)	141b	
223	141	426v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0277_fa_0426v-427r.jp2/pct:11.04802,12.19814,19.80128,20.92879/pct:100/0/default.jpg	οὐ μόνον ὅτι ἐν ταῖς ὁδοῖς αἰ παγίδες, οὐδ'ὅτι οὐδεὶς ἦν οὐ μόνον οὐχ ὁ βοηθῶν ἀλλ'οὐδὲ ὁ ἐπιγινώσκων, λέγει ὁ Δαυίδ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0277_fa_0426v-427r.jp2/pct:14.43104,17.05882,9.98344,10.95975/pct:100/0/default.jpg	David says: neither are there just snares on the roads, nor was anyone no just one who helps not one who knows.	p. 38, pl. XLIX	JChrys on v. 4 (PG 55, 444), cf. f. 427r abbr.	Good	bright red 	G or L?	Speaking caption (David)	141c	
224	141	428v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0279_fa_0428v.jp2/pct:26.39524,56.14781,32.79963,22.36756/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· καὶ ἀντὶ τοῦ πένθους οὗ ἔχω ἐν τῆ ψυχῆ μου δωρήσαι [Bandt; ὃ ὠρησαί DW] μοι εὐφρωσύνης συγχωρήσας μοι τὰ παραπτώματα μου.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0279_fa_0428v.jp2/pct:31.97621,61.24918,18.89296,9.28712/pct:100/0/default.jpg	David says: And against the grief which I hold in my soul give me of happiness, take pity of my offenses.	p. 38, pl. XLIX	Hes. on v. 8 (PG27, 1297,21).	Partly flaked	dark red 	L	Speaking caption (David)	141d	DW has it as 427v on plate
225	142	429r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0280_fa_0429r.jp2/pct:37.2191,15.30945,44.52247,57.45928/pct:100/0/default.jpg	καταδιώκων Σαοὺλ τὸν Δαυίδ.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0280_fa_0429r.jp2/pct:45.1779,20.61889,16.66667,5.50489/pct:100/0/default.jpg	Saul pursuing David.	p. 38, pl. L	Theme of Saul carried over from previous psalm. This title speaks of Absalom instead.	Flaked	dark red 	L	Descriptive caption (David)	142a	
226	142	429r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0280_fa_0429r.jp2/pct:37.2191,15.30945,44.52247,57.45928/pct:100/0/default.jpg	ὁ Δαυὶδ πρεσευχόμενος εἰς τὸ σπήλαιον.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0280_fa_0429r.jp2/pct:44.70974,47.98046,25.42135,5.50489/pct:100/0/default.jpg	David praying in the cave.	p. 38, pl. L		Flaked	dark red 	L	Speaking caption (David)	142b	
227	143	429v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0281_fa_0429v.jp2/pct:24.41271,14.62696,36.61907,25.55628/pct:100/0/default.jpg	λέγει ὁ Δαυὶδ καὶ ἐπειδὴ νήπιος εἰμὶ ἀκμὴν ἐν ταῖς ἐντολαῖς σου κατήχισόν με τὶ τὸ τέλειον καὶ εὐάρεστον ἐνώπιόν σου.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0281_fa_0429v.jp2/pct:30.17043,19.63351,20.2211,6.64267/pct:100/0/default.jpg	David says: And since I am a child you have taught me strength in your commandments. What is more perfect and well pleasing in your sight.	p. 38, pl. L	Hes. on v. 10 (PG27, 1301,26, at f. 431r).	Partly flaked	dark red 	G	Speaking caption (David)	143a	
228	143	432r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0285_fa_0432r.jp2/pct:38.01306,20.63698,36.98694,31.10172/pct:100/0/default.jpg	παρακαλῶν ὁ Δαυίδ· ὑπὲρ ἐμοῦ διδόναι ἑαυτὸν ἕως θανάτου καὶ ῥυόμενος.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0285_fa_0432r.jp2/pct:45.00933,25.28437,23.83396,5.52486/pct:100/0/default.jpg	David is beseeching: To give himself for me until death and to rescue (me).	p. 39, pl. L	Hes. on v. 2 (PG27, 1305,4, at f. 432v).	Good	bright red 	G	Speaking caption (David)	143b	
229	144	434v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0288_fa_0434v-435r.jp2/pct:12.59398,53.60888,18.96147,18.90808/pct:100/0/default.jpg	οἱ υἱοὶ τοῦ Κορέ· εἶδες καὶ τῆς μελλούσης ζωῆς τὰ προοίμια πῶς ἐνδείκνυται.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0288_fa_0434v-435r.jp2/pct:15.71898,57.0327,12.89944,6.0765/pct:100/0/default.jpg	The sons of Korah: See even the prelude of the coming life, how it is shown.	p. 39, pl. L	JChrys on v. 1 (PG 55, 464, abbr. at f. 435r).	Very good	bright red 	G	Speaking caption (Sons of Korah)	144	
230	145	438v	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0292_fa_0438v.jp2/pct:19.95495,22.37443,40.4955,26.4514/pct:100/0/default.jpg	λέγει ὁ Δαυίδ· τὸν δημιουργὸν τῶν ἀοράτων καὶ ὁρατῶν πάντων.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0292_fa_0438v.jp2/pct:26.71171,26.94064,18.33333,5.51207/pct:100/0/default.jpg	David is saying: The maker of everything invisible and visible.	p. 39, pl. L	Hes. on v. 6 (PG27, 1320,10, at f. 439r).	Good	bright red 	G or L?	Speaking caption (David)	145	
231	146	440r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0295_fa_0440r.jp2/pct:41.63209,48.86216,33.88658,20.02601/pct:100/0/default.jpg	νεκρώσαντες τὰ μέλη ὑμῶν δοξάσατε αὐτὸν ἐν αὐτοῖς·	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0295_fa_0440r.jp2/pct:45.55095,50.52016,22.13001,5.52666/pct:100/0/default.jpg	Dying in your members you will give praise to him in them.	p. 39, LI	Hes. on v. 7 (PG27, 1325,15, at f. 441r).	Good  	bright red 	G	Speaking caption (David)	146a	
232	146	440r	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0295_fa_0440r.jp2/pct:41.63209,48.86216,33.88658,20.02601/pct:100/0/default.jpg	λέγων [DW λέγει] ὁ Δαυὶδ πρὸς τὸν λαόν.	https://digi.vatlib.it/iiifimage/MSS_Vat.gr.752.pt.2/Vat.gr.752.pt.2_0295_fa_0440r.jp2/pct:52.00553,54.94148,7.83771,8.84265/pct:100/0/default.jpg	David is saying to the people.	p. 39, LI		Good 	bright red 	G	Speaking caption (David)	146b	
